"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","07","V","1AAI-S","ἔσχον⸃","ἔσχον","ἔσχον","ἔχω"
"57","01","07","C","","καὶ","καὶ","καί","καί"
"57","01","07","N","ASF","παράκλησιν","παράκλησιν","παράκλησιν","παράκλησις"
"57","01","07","P","","ἐπὶ","ἐπὶ","ἐπί","ἐπί"
"57","01","07","RA","DSF","τῇ","τῇ","τῇ","ὁ"
"57","01","07","N","DSF","ἀγάπῃ","ἀγάπῃ","ἀγάπῃ","ἀγάπη"
"57","01","07","RP","GS","σου,","σου","σου","σύ"
"57","01","07","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"57","01","07","RA","NPN","τὰ","τὰ","τά","ὁ"
"57","01","07","N","NPN","σπλάγχνα","σπλάγχνα","σπλάγχνα","σπλάγχνον"
"57","01","07","RA","GPM","τῶν","τῶν","τῶν","ὁ"
"57","01","07","A","GPM","ἁγίων","ἁγίων","ἁγίων","ἅγιος"
"57","01","07","V","3XPI-S","ἀναπέπαυται","ἀναπέπαυται","ἀναπέπαυται","ἀναπαύω"
"57","01","07","P","","διὰ","διὰ","διά","διά"
"57","01","07","RP","GS","σοῦ,","σοῦ","σοῦ","σύ"
"57","01","07","N","VSM","ἀδελφέ.","ἀδελφέ","ἀδελφέ","ἀδελφός"
"57","01","08","C","","Διό,","Διό","διό","διό"
"57","01","08","A","ASF","πολλὴν","πολλὴν","πολλήν","πολύς"
"57","01","08","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","08","N","DSM","Χριστῷ","Χριστῷ","Χριστῷ","Χριστός"
"57","01","08","N","ASF","παρρησίαν","παρρησίαν","παρρησίαν","παρρησία"
"57","01","08","V","PAPNSM","ἔχων","ἔχων","ἔχων","ἔχω"
"57","01","08","V","PAN","ἐπιτάσσειν","ἐπιτάσσειν","ἐπιτάσσειν","ἐπιτάσσω"
"57","01","08","RP","DS","σοι","σοι","σοι","σύ"
"57","01","08","RA","ASN","τὸ","τὸ","τό","ὁ"
"57","01","08","V","PAPASN","ἀνῆκον,","ἀνῆκον","ἀνῆκον","ἀνήκω"
"57","01","09","P","","διὰ","διὰ","διά","διά"
"57","01","09","RA","ASF","τὴν","τὴν","τήν","ὁ"
"57","01","09","N","ASF","ἀγάπην","ἀγάπην","ἀγάπην","ἀγάπη"
"57","01","09","D","","μᾶλλον","μᾶλλον","μᾶλλον","μᾶλλον"
"57","01","09","V","1PAI-S","παρακαλῶ,","παρακαλῶ","παρακαλῶ","παρακαλέω"
"57","01","09","RD","NSM","τοιοῦτος","τοιοῦτος","τοιοῦτος","τοιοῦτος"
"57","01","09","V","PAPNSM","ὢν","ὢν","ὤν","εἰμί"
"57","01","09","C","","ὡς","ὡς","ὡς","ὡς"
"57","01","09","N","NSM","Παῦλος","Παῦλος","Παῦλος","Παῦλος"
"57","01","09","N","NSM","πρεσβύτης","πρεσβύτης","πρεσβύτης","πρεσβύτης"
"57","01","09","D","","νυνὶ","νυνὶ","νυνί","νυνί"
"57","01","09","C","","δὲ","δὲ","δέ","δέ"
"57","01","09","D","","καὶ","καὶ","καί","καί"
"57","01","09","N","NSM","δέσμιος","δέσμιος","δέσμιος","δέσμιος"
"57","01","09","N","GSM","⸂Χριστοῦ","Χριστοῦ","Χριστοῦ","Χριστός"
"57","01","09","N","GSM","Ἰησοῦ⸃—","Ἰησοῦ","Ἰησοῦ","Ἰησοῦς"
